43.0895387,131.9149127
43.1149341,131.908356
43.1760738,131.9239293
43.1380386,131.948586
43.1309765,131.932323
43.103415,131.9515649
43.09837599999999,131.941172
43.0969499,131.895283
43.132499,131.9398327
43.133587,131.896139
43.1181285,131.9598784
43.155244,131.911763
43.0943078,131.9506178
43.0952291,131.9160335
43.1122973,131.932375
43.1012098,131.9013123
43.12451220000001,131.9148723
43.1246044,131.8873327
43.1296247,131.9374824
43.157642,131.919464
43.1210914,131.906839
43.09018529999999,131.9213323
43.114558,131.889457
43.1134367,131.9220587
43.1633214,131.9312484
43.114276,131.9226012
43.1258002,131.9450168
43.29665199999999,132.065025
43.0954728,131.8948902
43.113541,131.927215
43.10068440000001,131.9092462
43.167224,131.919044
43.0982097,131.9190233
43.1274108,131.9003254
43.127752,131.915146
43.245529,132.06435
43.100403,131.932636
43.164644,131.914986
43.29773,132.061578
43.12081999999999,131.9314
43.1586209,131.932251
43.1760738,131.9239293
43.09570799999999,131.967499
43.1826887,131.9166652
43.1280204,131.9060846
43.1247871,131.8975316
43.1116823,131.9386014
43.0932824,131.9656753
43.1792361,131.9171083
43.0963153,131.9082238
43.15976029999999,131.9174041
43.113541,131.927215
43.10954,131.931785
43.1734781,131.9225209
43.159291,131.919844
43.1039109,131.9413278
43.1621991,131.911893
43.09896,131.8640069
43.097642,131.932184
43.0988549,131.8959528
43.0960845,131.9460102
43.126351,131.93928
43.1710735,131.9279141
43.120056,131.920768
43.0963153,131.9082238
43.1693088,131.9299871
43.113451,131.9464276
43.128221,131.897481
43.1357883,131.8971873
43.127733,131.9389909
43.130546,131.916347
43.120458,131.931992
43.1276967,131.8922127
43.0887237,131.859086
43.14465800000001,131.908492
43.1287219,131.9077811
43.12621499999999,131.9130429
43.0999518,131.9456539
43.1325832,131.93955
43.1256599,131.9480768
43.1105533,131.9363659
43.1321458,131.9388606
43.0915,131.863212
43.130275,131.936644
43.11210699999999,131.9125249
43.150255,131.906414
43.1231321,131.8896751
43.117042,131.910562
43.1611006,131.9487491
43.0982097,131.9190233
43.17203,131.913457
43.0954728,131.8948902
43.132499,131.9398327
43.0943078,131.9506178
43.149209,131.915753
43.109817,131.960732
43.1218423,131.8888625
43.1267836,131.944154
43.157642,131.919464
43.125889,131.939393
43.117113,131.934719
43.1127139,131.929669
43.1124882,131.9274187
43.167995,131.916973
43.1184579,131.9368519
43.116963,131.9046864
43.13185499999999,131.894645
43.2589191,132.0453679
43.1286241,131.9190662
43.112313,131.929123
43.10546799999999,131.954061
43.0956862,131.8958679
43.139688,131.913962
43.173325,131.918772
43.0919012,131.8629009
43.165313,131.918427
43.125835,131.911034
43.09578920000001,131.9189152
43.1250209,131.916621
43.1101435,131.9483847
43.120978,131.888235
43.1113438,131.941127
43.1186391,131.9253636
43.29665199999999,132.065025
43.0947252,131.9162774
43.1624442,131.9524198
43.1325832,131.93955
43.1210914,131.906839
43.0969499,131.895283
43.0888031,131.9634168
43.154894,131.923972
43.1183991,131.8844259
43.1346369,131.8941502
43.1319358,131.9340062
43.1551085,131.9278486
43.1324451,131.8883387
43.117255,131.909186
43.157642,131.919464
43.165303,131.955016
43.1169102,131.9102595
43.1111991,131.881618
43.1153072,131.8889433
43.117905,131.892653
43.11627800000001,131.944821
43.0988549,131.8959528
43.1170067,131.9100069
43.1169102,131.9102595
43.11696449999999,131.9098871
43.1660587,131.9064112
43.1760411,131.9136276
43.246137,132.050906
43.1326646,131.9383549
43.15241260000001,131.9116537
43.1343645,131.9002062
43.1153072,131.8889433
43.1318791,131.934128
43.100868,131.86725
43.119185,131.9252799
43.216752,131.972411
43.09540000000001,131.976476
43.1272351,131.9384776
43.0866131,131.8552143
43.0941998,131.9129955
43.1157411,131.8950497
43.3024579,132.1052232
43.0875211,131.9533801
43.1540788,131.9240042
43.12134700000001,131.886425
43.1223069,131.8871304
43.1146273,131.9399131
43.112737,131.9138179
43.16778,131.918617
43.17108,131.9081308
43.0930313,131.97302
43.1239923,131.9539234
43.130275,131.936644
43.092337,131.959526
43.0914722,131.9160722
43.1280204,131.9060846
43.2401735,132.0243498
43.1255542,131.9565311
43.0998875,131.9309686
43.167116,131.9300299
43.145095,131.91529
43.1269525,131.9419482
43.1326386,131.9039685
43.1204082,131.9079356
43.1302425,131.9068337
43.1137282,131.9504062
43.2188475,132.0073741
43.1137282,131.9504062
43.1528944,131.9073656
43.13186,131.891118
43.110428,131.948817
43.1532187,131.9087799
43.14833,131.917649
43.104186,131.942062
43.0919012,131.8629009
43.1288141,131.9061136
43.1125702,131.8739527
43.090737,131.974144
43.168928,131.904866
43.1215409,131.8843364
43.109845,131.947214
43.095075,131.9630029
43.102004,131.944826
43.169967,131.927262
43.27298500000001,132.036031
43.117632,131.907449
43.1261346,131.89345
43.1170067,131.9100069
43.1691519,131.909142
43.160368,131.928851
43.0955663,131.9481135
43.1550587,131.9127271
43.1250209,131.916621
43.117255,131.909186
43.1280204,131.9060846
43.113256,131.931356
43.0954728,131.8948902
43.130275,131.936644
43.1779629,131.929349
43.1321437,131.8924506
43.12971,131.9043639
43.1210914,131.906839
43.1230741,131.9290692
43.125437,131.951969
43.1321129,131.908107
43.1169383,131.9150703
43.125437,131.951969
43.0865673,131.9552625
43.11696449999999,131.9098871
43.157642,131.919464
43.11696449999999,131.9098871
43.1019775,131.9147856
43.091776,131.9695769
43.11077760000001,131.8777697
43.156152,131.9140907
43.1271373,131.9274251
43.1802042,131.9138402
42.64559999999999,131.0735
43.125393,131.947103
43.09578920000001,131.9189152
43.111152,131.935266
